cycle,pedigree_IDs
44755,"146937512,146939212,146941337,146940042,146940880,146936342,146937528,146940219,146936295,146935331,146940637,146935404,146936633,146941179,146941220,146935055,146938752,146938170,146939619,146938929,146937564,146938461,146941639,146941533,146938734,146936276,146941543,146938015,146936821,146940845,146938431,146940214,146938858,146934763,146935176,146936033,146939435,146936091,146939868,146941114,146936119,146939860,146938608,146937014,146937306,146938783,146936108,146941875,146938394,146939408,146936048,146937364,146940467,146938416,146939011,146939215,146938920,146941178,146935767,146939289,146939246,146937347,146940699,146937062,146936943,146937700,146941107,146939871,146938095,146937415,146941645,146935600,146941898,146936096,146937830,146935648,146939520,146940982,146935095,146938569,146936780,146941139,146936034,146936220,146934856,146940656,146940035,146935030,146941626,146936652,146934937,146937904,146935170,146935503,146940268,146935035,146935772,146935910,146935754,146936516,146940120,146934833,146936971,146938611,146939066,146935549,146940131,146939055,146937831,146938409,146939287,146937191,146938390,146936931,146937666,146936272,146938889,146936188,146938268"
44760,"146952477,146954319,146952505,146952475,146951883,146952089,146953920,146951406,146952858,146956929,146956907,146956199,146952510,146951993,146954135,146951348,146952551,146951842,146952716,146952163,146951668,146955086,146955452,146951656,146953409,146953538,146952394,146957182,146952676,146952928,146953255,146951611,146956779,146951756,146952090,146956313,146952341,146954549,146952419,146952867,146952403,146952913,146956841,146951829,146954935,146957172,146953892,146954306,146957049,146955480,146953156,146951545,146952780,146956870,146953045,146952083,146952992,146952150,146952078,146955147,146953402,146952018,146953195,146951357,146955422,146953340,146953069,146951781,146955587,146951498,146953946,146952624,146952687,146953677,146952233,146956186,146953577,146953843,146955802,146954769,146953272,146956054,146954526,146952339,146953474,146955722,146953152,146953167,146952681,146951920,146953353,146954953,146953369,146952269,146953324,146953656,146951463,146954842,146952093,146952146,146956575,146953984,146956361,146956466,146953221,146954088,146956812,146952376,146956956,146953499,146955042,146954623,146954694,146952491,146951798,146953070,146955337,146954497,146951806,146952147,146951606,146955103,146952244,146956290,146952690,146952167,146951933,146951446,146956547,146952782,146952313,146956546,146956209,146955915,146956894,146957039,146954187,146952702,146956627,146954447,146952428,146951821,146953564,146951646,146953335,146951385,146951438,146953086,146954148,146952811,146951532,146952467,146952854,146953610,146953025,146951956,146955005,146953622,146951396,146953030,146952115,146952431,146952699,146951826,146952929,146955264,146953582,146953026,146952108,146953833,146953792,146951882,146951837,146956790,146953423,146952365,146955866,146953553,146953248"
44765,"146971325,146970175,146970642,146972393,146970373,146972017,146970420,146971025,146966856,146972414,146972417,146971897,146972724,146968008,146971869,146972014,146967735,146968814,146970891,146972711,146968657,146971790,146969038,146971718,146972811,146971192,146968231,146969836,146967861,146970797,146970505,146972156,146969248,146972224,146971666,146972612,146972618,146967927,146971095,146971756,146971110,146969861,146970506,146972257,146972701,146971936,146970563,146970046,146970459,146972716,146971518,146970870,146968040,146972761,146970875,146970811,146971046,146968179,146967896,146969880,146972589,146972675,146972637,146970528,146971259,146970600,146968051,146970318,146971246,146972285,146972351,146971912,146971391,146972502,146972179,146972278,146970791,146972784,146968256,146971174,146972515,146971151,146972512,146970203,146967172,146972656,146967945,146970929,146972067,146971591,146967360,146971312,146969682,146970697,146967024,146970634,146970427,146972016,146972548,146971549,146972000,146972812,146971150,146971618,146967868,146971390,146969155,146971620,146970643,146970402,146969709,146971282,146972271,146972018,146967272,146971074,146967655,146970167,146972687,146972369,146967333,146970595,146970179,146971980,146967967,146970616,146970913,146970668,146972419,146971386,146968916,146969237,146971271,146967871,146971863,146972082,146970241,146967461,146971695,146968485,146971164,146972383,146969270,146971053,146972593,146970578,146971597,146971553,146968835,146967504,146972459,146967594,146972356,146972065,146972158,146967751,146972446,146971911,146969844,146969848,146972060,146968378,146971703,146971420,146971006,146969549,146971613,146971476,146970433,146971907,146972262,146971920,146970357,146970684,146968237,146969149,146968972,146972183,146971300,146971305,146970048,146971635,146971768,146971071"
44770,"146985237,146986853,146983961,146985374,146986561,146983009,146983958,146987023,146988778,146983032,146984352,146988618,146989386,146983401,146983207,146983552,146985375,146989910,146985638,146986038,146988842,146982988,146988860,146984364,146988630,146986437,146988918,146985311,146988408,146985508,146982743,146982980,146989556,146984823,146989799,146986769,146986629,146988589,146985510,146984740,146989048,146982807,146984678,146987925,146989449,146988502,146984680,146989590,146983115,146989657,146985929,146985411,146983975,146985217,146983426,146989931,146984929,146984777,146988307,146986730,146983566,146988775,146983804,146989065,146988706,146984155,146982711,146983550,146984109,146987871,146985493,146985567,146985457,146988337,146982746,146987002,146986744,146983907,146984334,146986742,146984739,146982724,146985019,146988953,146986528,146983487,146986281,146989501,146988453,146982919,146989755,146984601,146990090,146983870,146986100,146988697,146988483,146982761,146984059,146989073,146984198,146987212,146986269,146985256,146983305,146983729,146986485,146985532,146988518,146990056,146985203,146987263,146989172,146987643,146985701,146987781,146990016,146986529,146988117,146985813,146987471,146984909,146982738"
44775,"147001251,147005430,147004712,147002798,147000960,147002390,147002217,147002912,147000718,147001745,147000422,147000007,147000714,147000925,147000303,147005682,147000120,147001508,147000476,147000822,147002122,147000356,147001146,147001445,147005131,147000264,147000678,146999961,147001105,147001729,147000915,147005210,147001096,147000022,147000792,147001302,147000739,147000339,147002277,147001433,147004883,147001006,147003922,147004703,147002087,147003793,147004076,147001429,147001337,147001005,147000419,147001560,147001696,147001522,147001991,147005143,147003624,147000510,147001558,147000700,147001789,147002145,146999935,147000081,147005703,147001076,147000592,147004683,146999967,147001486,147002311,147000140,147001876,147000009,147003229,147001294,147000837,147003200,147002270,147001245,147000258,147000776,147004209,147001666,147000587,147002507,147002349,147000107,147001574,147001043,147000703,147002877,147003654,147000241,147000989,147001420,147001419,147001684,147002021,147001803,147001907,147005827,147004362,147004992,147005971,147000808,147000849,146999951,147003110,147005331,147001253,147001570,147001357,146999994,147004357,147002149,147000625,147001209,147005764,147000558,147000946,147000399,147000949,147000971,147001537,147000454,147003039,147001497,147000765,146999953,147002123,147001103,147001229,147000519,147005243,147002186,147001671,147001799,147004943,147005633,147005595,147000807,147000261,147000586,147000134,147000151,147000610,147000311,147002088,147005963,147000157,147005120,147000115,147000559,147000660,147000450,147000054,147000017,147001151,147000404,147004342,147004126,147000251,147000374,147004805,147000171,147001316,147000347,147000108,147005729,147005936,147001439,147003700,147002531,146999922,147000047,146999964,147000973,147000234,147002803,147001319,147003067,147001922,147002901"
44780,"147021285,147021474,147018154,147017181,147021337,147016587,147020128,147016050,147021025,147019819,147019753,147019100,147021311,147020304,147016561,147022002,147021146,147018492,147022020,147021658,147021206,147021964,147020485,147021303,147018334,147019647,147020893,147018807,147021478,147020617,147016091,147019794,147019969,147022017,147019761,147020691,147021416,147021324,147019756,147016705,147020186,147021392,147020147,147019374,147021963,147020889,147021753,147020651,147020241,147021867,147017944,147020787,147019394,147021885,147019292,147020703,147021795,147020976,147021239,147020752,147021458,147020534,147021634,147021718,147021707,147020112,147020675,147019829,147019818,147019796,147020281,147021029,147020624,147019980,147020327,147021507,147020383,147016465,147021519,147018134,147020548,147019035,147020229,147016676,147019901,147021773,147021357,147019788,147018493,147021370,147020684,147017230,147018915,147016466,147018164,147019724,147020230,147019688,147015998,147017044,147021562,147021918,147020447,147017679,147021671,147021334,147021816,147019648,147021068,147020261,147021253,147022015,147021776,147017138,147021351,147021577,147017704,147020396,147020105,147020772,147020373,147017367,147021422,147021580,147020848,147019404,147021120,147018608,147020170,147020450,147020912,147020560,147020699,147017839,147020744,147021116,147021631,147016340,147016996,147021332,147017411,147017160,147021443,147019108,147021269,147017864,147021350,147017647,147020874,147020108,147019164,147021415,147019697,147018473,147019650,147021222,147019279,147020742,147021622,147021674,147019799,147020858,147018742,147020782,147016456,147019675,147019772,147020803,147018707,147021682,147019699,147018518,147021661,147018247,147021373,147021606,147020423,147020400,147018388,147017658,147021722,147021485"
44785,"147038308,147037535,147032100,147036355,147031550,147032858,147034694,147034333,147033640,147038337,147032497,147032414,147035695,147037306,147037792,147033786,147031806,147037609,147038188,147038160,147037630,147032465,147035992,147036534,147037436,147036162,147031651,147035518,147032519,147035420,147034318,147037719,147033946,147034720,147033469,147034502,147033481,147035964,147031564,147035140,147036654,147036407,147034483,147035996,147035810,147036023,147037307,147033087,147038306,147033067,147032170,147035151,147033559,147035665,147035684,147033185,147031842,147036609,147037961,147031572,147032974,147035617,147035144,147032783,147032480,147037399,147036875,147033995,147034800,147033878,147036874,147035516,147036349,147036286,147034690,147031690,147037775,147032303,147033686,147031838,147031990,147036031,147036434,147035654,147037675,147032141,147036584,147032110,147036256,147031704,147032004,147038037,147034515,147032633,147036521,147036830,147032479,147037331,147034860,147037026,147032671,147036768,147035281,147035744,147032740,147034668,147033164,147037516,147038171,147036315,147033073,147035304,147033814,147037257,147033060,147037732,147037379,147033428,147035106,147038091,147035192"
44790,"147050033,147048583,147050559,147054230,147049338,147051128,147054200,147050381,147052108,147049288,147053564,147049052,147051915,147049701,147050328,147050662,147050428,147051889,147049172,147052720,147048494,147050919,147048740,147054473,147049311,147051937,147054381,147052536,147053222,147050663,147050833,147048553,147050543,147048976,147052600,147049668,147049319,147051579,147048450,147049752,147049431,147052555,147048694,147049927,147053455,147049560,147049743,147052507,147049226,147048470,147051550,147053704,147053369,147050453,147049204,147048698,147050792,147048513,147049305,147051077,147049061,147049010,147048870,147048456,147048497,147049789,147049403,147049326,147050304,147049266,147049634,147049871,147053694,147049496,147050500,147053807,147048984,147052045,147050394,147048681,147053155,147050514,147049736,147049800,147049943,147052311,147054073,147049611,147049062,147052400,147050405,147049883,147050708,147050780,147052155,147053326,147049909,147048666,147049648,147050107,147050635,147048471,147050578,147050376,147053954,147049080,147050197,147049785,147048625,147049561,147048491,147052213,147050715,147049697,147050573,147053726,147053266,147050342,147050124,147048818,147048672,147051454,147048738,147048960,147049622,147048722,147054398,147050019,147049847,147051778,147053231,147050364,147048541,147051930,147051737,147050914,147049019,147050756,147049415,147054395,147053978,147048537,147049031,147050441,147050674,147050474,147053102,147050693,147052688,147049353,147050005,147052576,147050866,147054149,147048426,147048804,147050117,147050698,147050414,147049298,147049858,147050077,147050657,147049448,147049614,147051453,147051770,147051478,147049002,147049583,147049990,147050024,147054186,147050765,147050750,147052516,147049788,147049787,147048428,147049888,147048650,147048839,147050017,147054356"
44795,"147070145,147069304,147070379,147067759,147070084,147068976,147069341,147067361,147068499,147070261,147068681,147066777,147069211,147064879,147066895,147069149,147064597,147070649,147067726,147064722,147066750,147068971,147067653,147069923,147067506,147070273,147069396,147069491,147069891,147068754,147067013,147068621,147069588,147066875,147070172,147070134,147068725,147068577,147067532,147065556,147066240,147068347,147070063,147068449,147069535,147070659,147068604,147067568,147069715,147070333,147068451,147068418,147070289,147070704,147065262,147068776,147064926,147064568,147068398,147070669,147070610,147068825,147069679,147068637,147066572,147067483,147066901,147066898,147065530,147069839,147065809,147068214,147069899,147064782,147066100,147064592,147068866,147066908,147070602,147068537,147070214,147068488,147068927,147069928,147068575,147069622,147068947,147069227,147069741,147069361,147068797,147067611,147069530,147069028,147067189,147068645,147064796,147068403,147068965,147067825,147069734,147066293,147066713,147070556,147070004,147068152,147066924,147070690,147068335,147069640,147065307,147069977,147068771,147067465,147070284,147070483,147069745,147070158,147067350,147069012,147065960,147068438,147066242,147069686,147069859,147069971,147070634,147069743,147069826,147065583,147069505,147069713,147069380,147070291,147070316,147068969,147069282,147068052,147069767,147064703,147068263,147070734,147069473,147069579,147068364,147070318,147068708,147069014,147068749,147068307,147070235,147064911,147066478,147070336,147070371,147070307,147069650,147069307,147066405,147069838,147067615,147068198,147069668,147066221,147069356,147070525,147064600,147067018,147068937,147068596,147068460,147065297,147066593,147068380,147069457,147069015,147068349,147069770,147068573,147066579,147070536,147064638,147064658,147068508,147067646,147069835,147070582,147070606"
44800,"147086485,147085244,147087926,147087229,147084539,147084201,147086089,147082063,147085765,147082436,147083875,147083539,147080818,147081536,147083036,147084768,147085463,147080995,147086906,147087448,147082680,147086650,147084279,147086856,147086333,147087477,147082933,147081718,147083443,147084823,147083065,147081913,147087635,147081395,147082115,147080835,147081297,147084436,147082306,147086865,147085913,147086861,147088083,147087429,147080707,147084480,147086517,147081290,147082731,147085734,147086748,147087367,147084835,147086167,147085797,147081479,147082174,147081157,147084141,147082801,147083456,147082719,147085559,147088067,147083562,147085394,147083637,147087370,147087262,147083951,147086084,147081650,147086169,147081615,147086410,147082780,147084155,147084425,147084396,147084862,147082438,147081435,147085468,147086172,147083602,147082618,147081735,147084039,147087369,147086618,147084613,147080990,147085528,147082287,147088057,147087940,147086702,147084547,147088072,147086163,147087906,147084963,147084003,147085614,147081719,147082946,147083950,147087393,147082322,147087870,147088304,147082646,147088084,147085328,147083574,147083334,147086025,147084838,147082668,147084494,147083802,147081936,147082594,147084239,147087883,147081744"
44805,"147098411,147099460,147099006,147097987,147099304,147100507,147098117,147098151,147098547,147098517,147099303,147103251,147099818,147101860,147098485,147099032,147099487,147102451,147098005,147098364,147099841,147102541,147098632,147101591,147098948,147098655,147098153,147100443,147100379,147099034,147100142,147098247,147101489,147099183,147098903,147099729,147099283,147098793,147100498,147102211,147101175,147099320,147103412,147099546,147100141,147098448,147098829,147103633,147098502,147101381,147099298,147103187,147100057,147102652,147099150,147098995,147103318,147099564,147100195,147098331,147098511,147103450,147098931,147098294,147103414,147098048,147103408,147098361,147099155,147100134,147099873,147100663,147100005,147099792,147099872,147098907,147102948,147098437,147100045,147099563,147101238,147103282,147101783,147099514,147099154,147099290,147099755,147099135,147099773,147098202,147102820,147099576,147098166,147099772,147098749,147103078,147098795,147098348,147100237,147101116,147098936,147100244,147098999,147098831,147098923,147099648,147099800,147101223,147100265,147100127,147099139,147100454,147103537,147100928,147098355,147102104,147102590,147098409,147103211,147098147,147101027,147100671,147100665,147099335,147102682,147099501,147099742,147099776,147100113,147098277,147102144,147101579,147099263,147102599,147099274,147101908,147100632,147102530,147098492,147100235,147098783,147100779,147102737,147099964,147098722,147102875,147103500,147099920,147102586,147101456,147100096,147100020,147102420,147098717,147098213,147098798,147098582,147100056,147098102,147098922,147102423,147099199,147098300,147100952,147100381,147098019,147098378,147100876,147098239,147098726,147100018,147099018,147101191,147099038,147103383"
44810,"147117844,147117904,147115748,147118611,147118144,147113887,147118290,147118817,147117085,147117087,147118121,147118407,147117432,147113291,147113319,147118502,147116335,147117324,147118291,147114973,147113537,147118136,147114903,147113845,147116272,147116784,147117322,147115840,147115844,147116804,147116778,147117613,147118385,147117173,147118673,147117556,147117302,147117934,147117717,147116601,147114606,147117575,147117155,147117910,147117462,147114874,147113518,147113671,147113442,147118908,147116772,147112957,147118071,147116959,147118434,147118196,147116102,147118592,147116744,147118273,147113675,147114659,147113275,147118113,147117478,147117885,147117962,147118039,147117836,147118240,147116543,147116606,147115984,147113069,147116943,147117447,147118331,147116521,147116884,147115378,147118803,147112962,147118770,147117856,147116905,147118487,147115271,147117891,147116675,147117416,147116809,147118231,147118549,147114388,147118599,147115660,147115971,147117361,147113936,147117871,147116852,147118808,147115916,147117137,147116919,147113202,147115118,147117817,147117732,147113654,147118199,147115659,147117756,147116740,147117958,147116328,147113403,147116323,147116577,147118263,147114994,147117450,147118335,147117687,147115432,147118114,147117931,147118721,147118810,147113108,147116830,147116176,147113391,147116756,147115615,147118580,147113989,147113880,147116553,147117656,147118559,147118446,147117148,147117760,147114800,147117771,147116358,147116036,147117534,147118455,147118874,147118513,147118756,147118309,147113463,147116838,147117581,147116988,147117149,147117881,147113768,147116995,147117973,147116841,147113194,147118041,147114930,147116742,147118854,147118835,147118400,147118463,147118653,147116649,147118143,147114042,147118885,147117924,147118357,147117606,147118913,147117989,147115443,147118398,147118399,147114352"
44815,"147133306,147133465,147133918,147129308,147135867,147132985,147134180,147133883,147130661,147132130,147130659,147135969,147133964,147133453,147131278,147134643,147134539,147129930,147133874,147135646,147130522,147132289,147133684,147133149,147134083,147135067,147134827,147134315,147131485,147129573,147130094,147136069,147136018,147133174,147134151,147133334,147131724,147131736,147134911,147134142,147129737,147131298,147134577,147135727,147132923,147130459,147129179,147131304,147133166,147134883,147134290,147129681,147132372,147135069,147132203,147132839,147131146,147130499,147135104,147135641,147133318,147130369,147131665,147136046,147130266,147129785,147132523,147132843,147129926,147129625,147134814,147133969,147135434,147130321,147134078,147130614,147132021,147134960,147135688,147133152,147130691,147132343,147129690,147136011,147132029,147136280,147135160,147129409,147132255,147130839,147134630,147133094,147129759,147133275,147132187,147135535,147136098,147134697,147129831,147130415,147134662,147130701,147130186,147133175,147135019,147131955,147134395,147131358,147132109,147129157,147135243,147135530,147133701,147133073,147129369,147134012,147136218,147133058,147129729,147130436,147130478,147133467,147131678,147130539,147132281"
44820,"147148037,147146665,147149008,147152547,147150859,147147158,147150648,147147651,147149249,147147400,147147842,147147664,147146798,147147247,147151885,147147621,147151545,147148038,147146660,147146584,147147032,147151825,147147713,147148640,147146697,147148502,147148195,147147142,147146513,147148581,147150337,147150056,147148262,147147139,147147354,147149243,147150168,147147684,147149425,147148625,147148274,147146911,147148973,147146860,147148751,147152638,147151262,147152023,147147333,147149090,147147969,147148888,147146486,147150106,147148008,147146982,147148621,147147469,147147087,147148626,147146634,147146827,147148553,147148448,147148972,147148551,147147981,147147965,147148740,147147086,147148154,147149503,147149336,147148053,147148725,147149318,147148455,147146835,147147764,147150166,147146574,147147147,147146463,147147309,147150831,147151842,147150877,147148189,147148351,147147203,147147584,147146852,147148521,147147606,147151710,147152002,147148339,147146554,147149548,147148376,147147527,147147357,147149745,147146543,147148488,147147332,147149713,147148539,147148919,147151149,147147687,147147497,147150428,147149129,147148260,147148152,147148944,147148246,147147414,147147383,147152014,147149705,147151675,147150644,147149486,147147897,147147891,147152383,147147063,147148252,147148491,147147876,147147549,147147946,147152397,147148905,147148542,147148962,147148830,147151734,147148443,147148096,147146748,147147975,147147096,147148767,147150854,147148946,147151026,147148726,147150222,147148573,147150069,147146759,147147861,147147911,147148261,147151917,147149965,147146611,147146973,147146754,147148711,147147816,147150442,147147465,147148644,147147994,147148705,147150997,147146647,147147639,147151644,147150382,147151505,147148749,147146818,147148148,147148663,147147863,147148251,147148381,147147346,147150127,147147499,147148880,147151275,147152359,147147266"
44825,"147167057,147165457,147168804,147168242,147166565,147167975,147162758,147168217,147168563,147166637,147168617,147168694,147168365,147165179,147166875,147167979,147168331,147166733,147168663,147167500,147163542,147163463,147168096,147168451,147167791,147167082,147166817,147167905,147168984,147163374,147164472,147164025,147166274,147166642,147169005,147167873,147168166,147168109,147166632,147167523,147164336,147165660,147168769,147167711,147166901,147168675,147168421,147166992,147163092,147164589,147168205,147167702,147162960,147168433,147167536,147164514,147168490,147163317,147166794,147165232,147167600,147168020,147163420,147167775,147166181,147163414,147167789,147166661,147167810,147167917,147166714,147168189,147168731,147166857,147168921,147167605,147166672,147166830,147166631,147167668,147165445,147165256,147168423,147164602,147168907,147167634,147164852,147166639,147168508,147163464,147168692,147168278,147165321,147168859,147167202,147167324,147162917,147163286,147164917,147168256,147167698,147164296,147168768,147163224,147167252,147167242,147167093,147167048,147166503,147168112,147166732,147166859,147165081,147168640,147166510,147166420,147168689,147167032,147162888,147165489,147166566,147167966,147166893,147166876,147167705,147168843,147168191,147165555,147168531,147164168,147168164,147163640,147163935,147166925,147168507,147166691,147167891,147164260,147165858,147168240,147166047,147167976,147167577,147165185,147166644,147163598,147168101,147166621,147168460,147167432,147167429,147167642,147167903,147168884,147168045,147168906,147168194,147166195,147165362,147163178,147167691,147164291,147163362,147168145,147164858,147165727,147167301,147163954,147167189,147168076,147167680,147163068,147166603,147168315,147168364,147165392,147166179,147168021,147167322,147164218,147168489,147168225,147164565,147167650,147163045,147165915,147167937,147168978,147167437,147167088"
44830,"147184226,147185122,147182830,147185875,147186577,147181247,147181852,147186766,147183935,147183783,147185766,147181311,147185007,147181324,147183495,147183532,147183866,147181866,147182142,147185645,147181170,147181532,147183451,147180256,147183748,147183130,147184718,147183474,147182738,147183725,147182190,147180052,147181636,147179519,147185938,147184211,147180195,147185827,147184669,147185607,147183684,147181907,147181794,147184569,147182535,147180470,147181118,147180491,147182159,147183046,147182635,147182229,147179488,147183786,147183079,147185822,147179508,147185848,147186747,147183883,147182746,147183236,147186314,147182120,147186599,147185020,147182995,147185852,147181754,147184265,147186163,147180578,147184625,147181956,147179382,147181980,147185552,147183999,147181730,147180795,147186556,147181006,147181610,147181906,147181244,147180593,147182683,147184710,147184652,147184110,147185933,147186634,147185707,147183557,147180136,147184701,147185785,147180097,147180992,147183447,147185130,147184322,147180809,147186559,147186150,147181741,147182044,147180750,147179727,147186229,147185994,147183754,147184197,147185404,147179454,147183853,147183851,147181758,147183199,147180277,147179594,147182716,147181648,147183487,147179551,147186753"
44835,"147196942,147199142,147202005,147199056,147202083,147201682,147197515,147198893,147198789,147199665,147201188,147199235,147202324,147198232,147202875,147201015,147198146,147203087,147198378,147199681,147202735,147201070,147202303,147202954,147201010,147198416,147198003,147197442,147202994,147202153,147199286,147199111,147198322,147200624,147197303,147202721,147200370,147198593,147197092,147198992,147200133,147199777,147198870,147197535,147197849,147203161,147199002,147201897,147201704,147200257,147202166,147198979,147201031,147197479,147198761,147199540,147197232,147198688,147198919,147198136,147201421,147201093,147199226,147198859,147200556,147199351,147198657,147198558,147199217,147198661,147200832,147200017,147197354,147200591,147201849,147198726,147201460,147197299,147198328,147198174,147201551,147198968,147196992,147201037,147201036,147197615,147197494,147197269,147198342,147201134,147197890,147198392,147198615,147201427,147197660,147199166,147201024,147198193,147197558,147197788,147198722,147197876,147200681,147197680,147200376,147197499,147199007,147198123,147202960,147202430,147202967,147200053,147197646,147200731,147199268,147198755,147197400,147197286,147201007,147199277,147198840,147198048,147197057,147202491,147199185,147200957,147201230,147198068,147196918,147202541,147197467,147198682,147202928,147197304,147197064,147197182,147198180,147199135,147197399,147198560,147199558,147197024,147201396,147199073,147200121,147198751,147198270,147197875,147200804,147199290,147198124,147197281,147198016,147197541,147198185,147202101,147197640,147197961,147202363,147197538,147199013,147197765,147201002,147201573,147201844,147198440,147197777,147197121,147202862,147200627,147202057,147199387,147198884,147200179,147198453,147201952,147198471,147196937,147197351,147199144,147199454,147202137,147198106,147198313,147197389,147198616,147197275,147197852,147198284,147200263"
44840,"147215284,147213661,147217208,147218725,147217999,147218468,147216952,147218346,147217603,147216763,147217086,147216736,147217617,147214698,147218927,147216083,147215689,147213634,147219011,147216513,147217696,147216794,147215596,147217751,147219008,147217822,147216326,147214877,147214981,147217830,147217798,147214608,147216116,147215506,147217918,147217897,147218397,147213490,147218186,147219029,147218244,147218676,147215854,147216738,147218375,147216881,147216417,147213366,147218249,147217656,147213605,147215560,147217869,147217114,147215483,147216528,147217769,147213232,147218294,147218407,147217159,147218157,147218724,147213951,147216985,147214497,147217565,147217262,147218756,147215727,147217513,147218206,147216951,147217376,147215160,147217161,147217840,147213631,147218040,147218726,147217774,147214473,147218804,147217512,147216887,147217367,147213485,147218599,147218862,147217168,147216145,147216707,147217681,147213356,147217932,147217269,147215497,147216335,147218757,147218658,147217928,147216295,147214190,147214426,147213294,147217502,147215891,147217821,147216924,147216751,147218156,147217813,147219010,147217371,147214365,147217381,147215713,147218147,147218304,147216779,147218989,147215228,147218753,147215871,147215517,147214841,147215951,147218445,147214129,147218701,147217836,147218635,147218747,147217438,147217313,147214784,147217138,147213690,147216836,147218529,147216942,147214311,147213803,147217687,147215535,147214994,147217601,147214990,147217949,147217036,147216983,147218167,147218835,147217321,147217255,147215478,147216750,147218138,147215771,147218055,147217534,147218901,147218748,147217399,147218486,147213171,147217332,147215155,147218970,147218558,147218184,147217015,147218950,147215599,147213405,147214093,147216588"
44845,"147233359,147230783,147234461,147232404,147231548,147230979,147234052,147232671,147228561,147231088,147229514,147235502,147235153,147229900,147229341,147232842,147229767,147233986,147233805,147231479,147228868,147233695,147235575,147232750,147233809,147232161,147234642,147234448,147235656,147232158,147231891,147233952,147235550,147228892,147231739,147235600,147229431,147232050,147230889,147230493,147234704,147228542,147235129,147232162,147232087,147231239,147234112,147234002,147231091,147231361,147231713,147229349,147233117,147234099,147232283,147235668,147233899,147232796,147235291,147228902,147230320,147234412,147229232,147233091,147233044,147233167,147230492,147235395,147232335,147234473,147231767,147229811,147235224,147233851,147229959,147232169,147229943,147228568,147233213,147231030,147231122,147233416,147234269,147228741,147232536,147230446,147231809,147230586,147230954,147229858,147233257,147235699,147232953,147230418,147228890,147231997,147230347,147229156,147235157,147235242,147229542,147233611,147234166,147235551,147234571,147233209,147234116,147230947,147232738,147230574,147231005,147233702,147232106,147231372,147229105,147232614,147230093,147234385,147228830,147233891,147229188"
44850,"147245638,147251132,147245384,147249890,147247724,147246940,147245765,147247437,147247198,147245993,147248748,147250467,147249670,147248742,147245789,147245532,147246576,147247632,147246116,147247033,147245762,147249486,147251131,147249621,147249563,147246558,147247296,147247005,147250246,147245693,147248358,147245890,147246464,147247265,147247568,147248803,147245917,147246600,147250978,147245811,147251098,147247582,147247335,147247472,147249873,147246200,147247725,147247218,147245668,147247940,147250725,147249018,147247219,147247615,147248423,147247618,147248840,147246182,147246989,147249359,147246063,147247504,147246176,147246304,147246143,147248550,147246961,147247372,147251217,147246453,147246834,147248935,147246229,147248562,147246657,147247577,147245468,147247613,147250019,147246433,147246912,147246085,147249696,147247735,147247596,147249429,147246223,147246201,147247295,147246054,147247439,147245912,147245970,147246258,147246017,147245985,147247409,147249057,147245480,147245946,147246884,147245450,147246830,147247679,147250563,147246004,147246706,147246163,147249952,147248210,147248969,147251138,147251159,147247849,147249801,147248564,147247743,147247514,147245622,147251254,147245542,147247042,147247640,147245477,147246440,147245407,147247612,147250382,147247416,147246494,147245948,147247203,147247425,147251121,147246724,147246721,147247164,147248672,147245445,147248234,147246660,147245819,147247855,147246950,147250271,147246643,147245406,147245625,147247561,147245644,147246009,147245402,147249561,147246099,147245908,147248809,147247413,147246864,147245525,147245834,147247351,147245592,147246667,147246645,147248696,147249878,147250971,147248197,147247280,147247382,147246105,147247375,147250102,147246294,147251215,147248189"
44855,"147265079,147266599,147266919,147262502,147266047,147266554,147264084,147264849,147266555,147264923,147262315,147266708,147264073,147263568,147261204,147263757,147261573,147266731,147265288,147262658,147265317,147266600,147262715,147265619,147264889,147265627,147265255,147265710,147267184,147266503,147265763,147263207,147263413,147266680,147267163,147266647,147267092,147266804,147265405,147265436,147265657,147267195,147266692,147267100,147265712,147266912,147266773,147263447,147266045,147265463,147266252,147265732,147265856,147265530,147264863,147262168,147266373,147266670,147265128,147266525,147265866,147265130,147262213,147263937,147265588,147266296,147262245,147263108,147265175,147265957,147261062,147261461,147266167,147262722,147261965,147265604,147267199,147266849,147261202,147266853,147263609,147265877,147266567,147266551,147261410,147264190,147267120,147262027,147266217,147266090,147262999,147266583,147263836,147265522,147262053,147265111,147265666,147266893,147264651,147261703,147266963,147266040,147266851,147263234,147266481,147266428,147265508,147266572,147266148,147266717,147266568,147267121,147267111,147266315,147264924,147263733,147264635,147266274,147265290,147261428,147264039,147265982,147262833,147264298,147266431,147266543,147265680,147261174,147266835,147261563,147266656,147265546,147264284,147266595,147261794,147266801,147262419,147265730,147265163,147263819,147261392,147265135,147261788,147261104,147265685,147265489,147261889,147265550,147262746,147262447,147261549,147266427,147265495,147267052,147266237,147264933,147266839,147266041,147261237,147266751,147266372,147266141,147262084,147266513,147265782,147262666,147266069,147261317,147265364,147265472,147265319,147265520,147265682,147265011,147263338,147266227,147265417,147261998,147263263,147265295,147265134,147264673,147266239,147267196,147265086"
